Unnamed: 0,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,Employee ID,Survey Date,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Date,Training Program Name,Training Type,Training Outcome,Location,Trainer,Training Duration(Days),Training Cost,DOBMissing,TrainingBeforeStart,SurveyBeforeStart
879,Dane,Barton,2021-04-16,,Production Technician I,Christopher Norris,dane.barton@bilearner.com,PL,Active,Part-Time,Zone B,Part-Time,Unk,,Production       ,Project Management - Con,1997-07-08,MA,Coordinator,Male,49042,Hispanic,Single,Fully Meets,3,1306,2022-11-12,1,3,5,2023-07-13,Technical Skills,External,Failed,North Ashleytown,Donald Anderson,4,443.99,False,False,False
880,Dexter,Cline,2021-09-22,2021-10-25,Production Technician I,Mr. Danny Snow,dexter.cline@bilearner.com,BPC,Voluntarily Terminated,Contract,Zone A,Full-Time,Voluntary,Thus whether read kitchen itself.,Production       ,Engineers,1981-02-24,MA,Director,Male,94852,Black,Married,Fully Meets,3,1307,2022-11-18,1,5,1,2022-11-16,Technical Skills,Internal,Incomplete,Kimberlyhaven,Keith Mcconnell,3,609.9,False,False,False
881,Atticus,Frost,2022-06-28,2023-03-07,Production Technician I,Isaac Foley,atticus.frost@bilearner.com,CCDR,Active,Full-Time,Zone C,Full-Time,Retirement,Bar offer throughout different body quite.,Production       ,Project Management - Con,1980-03-10,MA,Supervisor,Female,60350,Asian,Divorced,Fully Meets,3,1308,2022-08-28,4,5,2,2022-10-10,Leadership Development,External,Failed,East Diana,Stephen Wheeler,5,742.16,False,False,False
882,Yamilet,Cohen,2020-08-17,,Production Technician I,Holly Pearson,yamilet.cohen@bilearner.com,SVG,Active,Part-Time,Zone C,Part-Time,Unk,,Production       ,Field Operations,1980-05-15,MA,Driller,Female,41055,Other,Widowed,Fully Meets,3,1309,2022-09-07,1,1,3,2022-09-09,Technical Skills,External,Failed,North Alexandria,Jennifer Rodriguez,3,517.74,False,False,False
883,Emmalee,Reynolds,2023-04-03,2023-07-21,Production Technician I,Adam Vang,emmalee.reynolds@bilearner.com,EW,Active,Part-Time,Zone B,Full-Time,Voluntary,Again kind talk lead.,Production       ,General - Con,1988-11-02,MA,Technician,Female,21439,Asian,Single,Fully Meets,3,1310,2023-04-24,3,4,3,2022-10-16,Project Management,Internal,Incomplete,Williamsshire,Samuel Ward,4,350.59,False,True,False
884,Moshe,Taylor,2023-05-26,2023-06-12,Production Technician I,Anna Townsend,moshe.taylor@bilearner.com,MSC,Active,Full-Time,Zone C,Part-Time,Resignation,Hold parent PM claim star seek.,Production       ,Engineers,1987-02-22,MA,Specialist,Male,32645,Asian,Single,Fully Meets,3,1311,2023-03-09,5,2,3,2022-10-17,Leadership Development,Internal,Incomplete,New Jacobton,Christopher Brown,1,546.94,False,True,True
885,Irene,Melton,2021-04-10,,Production Technician I,Edgar Moore,irene.melton@bilearner.com,TNS,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,General - Eng,1997-09-08,MA,Technician,Female,47354,Black,Widowed,Fully Meets,3,1312,2022-09-25,2,5,2,2023-04-29,Communication Skills,Internal,Completed,West Davidview,Christopher Mcfarland,4,514.37,False,False,False
886,Eddie,Whitney,2023-04-18,,Production Technician I,Gary Nelson,eddie.whitney@bilearner.com,PYZ,Active,Contract,Zone C,Part-Time,Unk,,Production       ,Field Operations,1957-04-12,MA,Operator,Female,64005,Hispanic,Single,Fully Meets,3,1313,2023-07-18,5,4,1,2022-10-25,Leadership Development,Internal,Incomplete,West Christopher,Gregory Woodward,5,786.98,False,True,False
887,Marcel,Gomez,2021-10-13,2023-06-21,Production Technician I,Andrea Fowler,marcel.gomez@bilearner.com,WBL,Active,Contract,Zone C,Full-Time,Retirement,Nation local peace nation blue official six.,Production       ,General - Con,1996-08-30,MA,Technician,Female,91553,White,Divorced,Fully Meets,3,1314,2023-03-28,5,5,3,2023-03-18,Project Management,Internal,Passed,New Dennis,Douglas Green,4,852.21,False,False,False
888,Amy,Foster-Baker,2020-10-10,,Sr. Accountant,Gina Williams,amy.foster-baker@bilearner.com,NEL,Active,Part-Time,Zone A,Temporary,Unk,,Admin Offices,Splicing,1956-12-21,MA,Tester,Female,2050,Asian,Widowed,Fully Meets,3,1315,2022-11-29,5,1,1,2023-07-29,Communication Skills,External,Failed,Port Kelly,Gregory Davis,4,761.63,False,False,False
889,Janet,King,2019-01-20,2021-09-15,President & CEO,Michael West,janet.king@bilearner.com,CCDR,Active,Part-Time,Zone A,Full-Time,Involuntary,Upon writer black.,Executive Office,Aerial,1955-10-24,MA,Foreman,Female,1902,Asian,Single,Fully Meets,3,1316,2023-07-20,3,4,3,2023-04-20,Technical Skills,External,Passed,South Micheleton,Susan Wilson,5,202.62,False,False,False
890,Bonalyn,Boutwell,2021-05-09,2022-10-27,Sr. Accountant,Leslie Allen,bonalyn.boutwell@bilearner.com,MSC,Active,Full-Time,Zone A,Part-Time,Involuntary,Everything discover represent full.,Admin Offices,Aerial,1950-11-23,MA,Lineman,Female,2468,Black,Widowed,Fully Meets,3,1317,2023-05-05,4,2,2,2022-08-20,Communication Skills,External,Passed,West Jacob,Joseph Flowers,5,414.75,False,False,False
891,Nan,Singh,2023-07-29,2023-08-04,Administrative Assistant,Donald Decker,nan.singh@bilearner.com,WBL,Active,Contract,Zone B,Temporary,Retirement,Effort off over always. Form house mean treat.,Admin Offices,Field Operations,1984-05-14,MA,Laborer,Female,2330,White,Divorced,Fully Meets,3,1318,2023-05-21,5,4,2,2022-10-17,Communication Skills,External,Completed,Angelastad,Mindy Saunders PhD,4,344.55,False,True,True
892,Tyrone,Steans,2019-08-24,2022-12-14,Accountant I,Donald Richardson,tyrone.steans@bilearner.com,EW,Active,Part-Time,Zone C,Temporary,Involuntary,Value class especially.,Admin Offices,Finance & Accounting,1964-07-23,MA,Intern,Male,2703,Asian,Married,Fully Meets,3,1319,2023-06-14,4,2,5,2023-05-19,Project Management,Internal,Failed,Lake Kenneth,Stephen Parker,1,777.46,False,False,False
893,Estelle,Howard,2018-12-25,,Administrative Assistant,James Bell,estelle.howard@bilearner.com,WBL,Active,Part-Time,Zone B,Full-Time,Unk,,Admin Offices,Wireline Construction,1983-06-09,MA,Billing,Female,2170,White,Widowed,Fully Meets,3,1320,2023-01-12,5,1,5,2022-08-25,Leadership Development,External,Completed,Matthewhaven,Michael Cummings,3,948.71,False,False,False
894,William,LaRotonda,2021-05-27,2021-08-24,Accountant I,Adrienne Roth,william.larotonda@bilearner.com,TNS,Active,Contract,Zone A,Full-Time,Involuntary,Actually scene law break four summer ability.,Admin Offices,Project Management - Con,1958-03-16,MA,Vp,Male,1460,Black,Single,Fully Meets,3,1321,2023-04-30,1,5,5,2023-01-19,Customer Service,Internal,Passed,New Kimberly,Dustin Morgan,5,308.77,False,False,False
895,Mia,Brown,2023-02-02,2023-06-23,Accountant I,Jessica Blackwell,mia.brown@bilearner.com,TNS,Active,Full-Time,Zone B,Full-Time,Resignation,Public evidence bag trouble interesting.,Admin Offices,Executive,1985-05-18,MA,Ceo,Female,1450,Hispanic,Widowed,Fully Meets,3,1322,2023-01-17,1,5,2,2023-02-24,Customer Service,External,Incomplete,Goodmouth,Lynn Cuevas,1,891.25,False,False,True
896,Leigh Ann,Smith,2022-12-06,,Administrative Assistant,Mary Walker,leigh ann.smith@bilearner.com,PL,Active,Full-Time,Zone B,Temporary,Unk,,Admin Offices,Aerial,1953-03-19,MA,Foreman,Female,1844,Black,Divorced,Fully Meets,3,1323,2023-05-02,5,1,5,2023-03-30,Customer Service,Internal,Passed,East Lindsay,Michael Kramer,2,659.9,False,False,False
897,Peter,Foley,2021-07-23,,Accountant I,Derrick Garcia,peter.foley@bilearner.com,MSC,Active,Part-Time,Zone A,Part-Time,Unk,,Admin Offices,General - Con,1986-10-28,MA,Helper,Female,11194,Hispanic,Single,Fully Meets,3,1324,2022-11-16,5,3,3,2022-09-30,Project Management,Internal,Failed,Lake Theresa,Paul Torres,2,858.72,False,False,False
898,Maximus,Carney,2019-11-16,,Accountant I,Jesus Golden,maximus.carney@bilearner.com,TNS,Active,Contract,Zone B,Temporary,Unk,,Admin Offices,Engineers,1982-02-05,MA,Drafter,Female,60432,Black,Divorced,Fully Meets,3,1325,2022-12-17,1,5,3,2023-03-28,Project Management,External,Failed,Victorville,Robert Chapman,5,380.24,False,False,False
899,Jaida,Sweeney,2020-03-08,2021-11-07,Sr. Network Engineer,Mark Greene,jaida.sweeney@bilearner.com,PYZ,Active,Full-Time,Zone A,Temporary,Retirement,Alone need gun surface. Bar involve wait often.,Admin Offices,General - Eng,1977-11-17,MA,Billing,Male,86677,White,Widowed,Fully Meets,3,1326,2023-03-04,5,3,1,2023-05-01,Leadership Development,External,Passed,Flemingport,Bryan Jones,5,505.4,False,False,False
900,Rhys,Lawson,2019-01-14,,Sr. Network Engineer,Lisa Mills,rhys.lawson@bilearner.com,WBL,Active,Part-Time,Zone B,Temporary,Unk,,Admin Offices,Engineers,1960-02-20,MA,Engineer,Male,93156,White,Single,Fully Meets,3,1327,2023-03-23,5,3,4,2023-07-02,Leadership Development,Internal,Passed,Abbottton,Belinda Gonzalez,3,609.01,False,False,False
901,Skyler,Robles,2020-02-29,2021-09-23,Sr. Network Engineer,Robert Sawyer,skyler.robles@bilearner.com,NEL,Active,Part-Time,Zone C,Full-Time,Voluntary,Draw interest over. Vote late marriage kind.,IT/IS,Executive,1975-12-24,MA,Vp,Male,66733,Asian,Single,Fully Meets,3,1328,2022-11-07,1,4,3,2023-03-24,Customer Service,Internal,Failed,West Erinhaven,Jonathan Rodriguez,3,656.38,False,False,False
902,Allyson,Keller,2022-11-25,2023-04-12,Software Engineer,Desiree Bender,allyson.keller@bilearner.com,PL,Active,Contract,Zone B,Part-Time,Resignation,Finish join stage start page your seem.,Software Engineering,Field Operations,1958-01-11,MA,Laborer,Male,77070,Black,Widowed,Fully Meets,3,1329,2023-05-23,3,2,5,2023-06-11,Project Management,External,Passed,Port Victoria,Sandra Bates,5,692.63,False,False,False
903,Eddie,Bauer,2022-09-15,2023-05-05,Accountant I,Jeremy Smith,eddie.bauer@bilearner.com,MSC,Active,Full-Time,Zone A,Part-Time,Retirement,Figure yard develop TV enjoy late standard.,Admin Offices,General - Con,1990-01-03,MA,Associate,Female,66991,White,Divorced,Fully Meets,3,1330,2022-09-25,3,5,2,2022-11-20,Project Management,Internal,Incomplete,East Michellechester,Lisa Jenkins,3,633.72,False,False,False
904,Roger,Taylor,2021-08-11,,Accountant I,Mary Taylor,roger.taylor@bilearner.com,TNS,Active,Full-Time,Zone C,Temporary,Unk,,Admin Offices,People Services,1946-10-20,MA,Intern,Female,69431,Black,Widowed,Fully Meets,3,1331,2023-05-16,3,2,5,2022-09-14,Communication Skills,Internal,Failed,Bradshawburgh,Seth Smith,2,517.62,False,False,False
905,Marshall,Sellers,2023-08-03,,Sr. Network Engineer,Barry Fitzgerald,marshall.sellers@bilearner.com,PYZ,Active,Contract,Zone B,Part-Time,Unk,,Admin Offices,Wireline Construction,1946-10-22,MA,Foreman,Male,12089,Hispanic,Divorced,Fully Meets,3,1332,2023-04-13,1,2,5,2022-08-13,Leadership Development,External,Incomplete,Anthonystad,Adrian Gray,4,231.76,False,True,True
906,Cloe,Mcgrath,2022-03-14,,Sr. Network Engineer,Tracey Clark,cloe.mcgrath@bilearner.com,WBL,Active,Part-Time,Zone A,Part-Time,Unk,,IT/IS,Field Operations,1978-04-15,MA,Laborer,Male,74486,Black,Divorced,Fully Meets,3,1333,2023-01-29,3,4,5,2023-03-01,Customer Service,Internal,Passed,Thomasborough,Tyler Sanchez,2,605.12,False,False,False
907,Susan,Gordon,2020-09-01,2020-11-29,Sr. Network Engineer,Christina Knight,susan.gordon@bilearner.com,NEL,Active,Full-Time,Zone B,Part-Time,Retirement,Authority our technology administration section.,IT/IS,Underground,1952-09-23,MA,Laborer,Male,15975,Other,Widowed,Fully Meets,3,1334,2022-12-21,1,3,1,2023-04-01,Project Management,Internal,Failed,Shawnaport,Felicia Johnson,1,297.12,False,False,False
908,Makenna,Newton,2021-10-31,,Software Engineer,Debra Garza,makenna.newton@bilearner.com,NEL,Active,Contract,Zone A,Full-Time,Unk,,Software Engineering,General - Con,1947-11-24,MA,Technician,Female,27425,White,Divorced,Fully Meets,3,1335,2022-10-09,4,5,5,2023-02-20,Leadership Development,Internal,Incomplete,Port Joseph,Joe Anderson,2,384.43,False,False,False
909,Kellen,Smith,2020-02-26,2023-03-30,Accountant I,Ashley Petersen,kellen.smith@bilearner.com,TNS,Active,Full-Time,Zone A,Part-Time,Retirement,Author often return hold compare natural.,Admin Offices,Field Operations,1947-07-14,MA,Technician,Female,88247,Black,Married,Fully Meets,3,1336,2023-03-09,5,1,4,2022-12-19,Leadership Development,Internal,Passed,Lopezport,Brian Sanchez,4,969.95,False,False,False
910,Sherlyn,Carroll,2018-08-10,2021-12-07,Accountant I,Jamie Collins,sherlyn.carroll@bilearner.com,WBL,Active,Full-Time,Zone A,Temporary,Resignation,Wonder specific own others card. See else drop.,Admin Offices,General - Con,1953-03-30,MA,Safety Manager,Female,71014,White,Single,Fully Meets,3,1337,2022-11-01,3,3,4,2023-01-17,Project Management,External,Failed,Dawnchester,Morgan Haas,5,719.7,False,False,False
911,Rogelio,Flores,2020-09-30,,Sr. Network Engineer,Stephen Ray,rogelio.flores@bilearner.com,BPC,Active,Contract,Zone C,Part-Time,Unk,,Admin Offices,Shop (Fleet),1988-03-14,MA,Mechanic,Male,90987,Other,Widowed,Fully Meets,3,1338,2022-10-20,1,1,1,2022-10-30,Leadership Development,External,Incomplete,Donnaland,Calvin Simmons,1,355.83,False,False,False
912,Kadence,Gentry,2021-04-01,2022-08-14,Sr. Network Engineer,Michael Norton,kadence.gentry@bilearner.com,CCDR,Active,Contract,Zone B,Temporary,Retirement,Though upon remember later.,IT/IS,Wireline Construction,1981-11-19,MA,Foreman,Male,47635,Hispanic,Widowed,Fully Meets,3,1339,2022-12-02,1,3,2,2022-11-24,Customer Service,Internal,Incomplete,Taylorhaven,Dana Adams,3,754.47,False,False,False
913,Willow,Golden,2021-03-21,2021-11-21,Sr. Network Engineer,Diane Ramirez,willow.golden@bilearner.com,EW,Active,Full-Time,Zone B,Part-Time,Retirement,My himself avoid traditional simply wait.,IT/IS,General - Eng,1945-03-22,MA,Engineer,Male,37302,White,Divorced,Fully Meets,3,1340,2023-05-28,5,4,4,2023-02-06,Leadership Development,External,Incomplete,Dennishaven,Sarah Perkins,2,890.39,False,False,False
914,Amiyah,Sims,2021-11-03,,Software Engineering Manager,Ralph Sloan,amiyah.sims@bilearner.com,CCDR,Active,Part-Time,Zone C,Full-Time,Unk,,Software Engineering,Engineers,1979-02-22,MA,Engineer,Female,76343,Hispanic,Single,Fully Meets,3,1341,2023-05-15,1,3,4,2023-02-14,Project Management,Internal,Passed,West Ryan,Justin Ingram,3,268.78,False,False,False
915,Jeffery,Hogan,2019-06-22,2019-08-26,Accountant I,Mark Willis,jeffery.hogan@bilearner.com,EW,Active,Full-Time,Zone B,Part-Time,Retirement,Win paper unit drug nearly card.,Admin Offices,Aerial,1985-06-30,MA,Lineman,Female,2559,Asian,Single,Fully Meets,3,1342,2022-12-20,3,2,2,2023-01-28,Project Management,Internal,Failed,Smithborough,Alejandro Flynn,4,930.72,False,False,False
916,Shaniya,Hamilton,2019-11-12,2023-05-19,Accountant I,Joshua Huber,shaniya.hamilton@bilearner.com,MSC,Active,Contract,Zone B,Temporary,Voluntary,Effort situation use necessary.,Admin Offices,Shop (Fleet),1958-05-31,MA,Manager,Female,68008,White,Married,Fully Meets,3,1343,2022-09-07,1,2,3,2022-09-02,Customer Service,External,Completed,West Catherineton,Lori Smith,5,924.85,False,False,False
917,Johan,Willis,2022-09-20,,Accountant I,John Clark MD,johan.willis@bilearner.com,TNS,Active,Part-Time,Zone A,Part-Time,Unk,,Admin Offices,General - Con,1980-12-21,MA,Foreman,Male,93554,White,Single,Fully Meets,3,1344,2022-08-23,1,4,5,2022-11-01,Technical Skills,Internal,Incomplete,Port Jesse,Marissa Johnson,5,284.38,False,False,True
918,Seth,Alvarez,2023-01-27,,Sr. Network Engineer,Amy Jones,seth.alvarez@bilearner.com,PYZ,Active,Full-Time,Zone A,Full-Time,Unk,,Admin Offices,Fielders,1978-05-13,MA,Engineer,Male,85275,Other,Single,Fully Meets,3,1345,2022-08-28,2,4,4,2022-11-30,Communication Skills,External,Passed,Lisaberg,Samantha Chan,1,395.1,False,True,True
919,Aron,Grant,2021-02-21,2022-08-22,Sr. Network Engineer,Maurice Krause,aron.grant@bilearner.com,WBL,Active,Contract,Zone C,Temporary,Retirement,Today situation minute figure friend opportunity.,IT/IS,Field Operations,1948-09-13,MA,Laborer,Male,37276,White,Divorced,Fully Meets,3,1346,2023-04-28,4,2,3,2023-07-02,Technical Skills,External,Failed,Bellview,James Dominguez,2,501.64,False,False,False
920,Haleigh,Carter,2022-03-04,2023-01-18,Sr. Network Engineer,Amy Griffin,haleigh.carter@bilearner.com,NEL,Active,Part-Time,Zone B,Full-Time,Retirement,Guess fight various decade second pattern.,IT/IS,General - Con,1995-03-21,MA,Coordinator,Male,54734,Hispanic,Married,Fully Meets,3,1347,2023-02-28,4,3,1,2022-10-22,Communication Skills,Internal,Failed,New Vernonberg,Christopher Becker,5,792.72,False,False,False
921,Tatiana,Ayala,2019-04-21,2020-12-02,Software Engineering Manager,Debra Gomez,tatiana.ayala@bilearner.com,WBL,Future Start,Contract,Zone C,Part-Time,Involuntary,They behind war evening. Particular film war yes.,Software Engineering,Field Operations,,MA,Engineer,Female,34961,Other,Married,Fully Meets,3,1348,2022-11-01,2,2,4,2023-08-01,Technical Skills,Internal,Completed,Lake Peter,Ernest Walter,4,594.15,True,False,False
922,Kaylynn,Mcguire,2021-08-02,2022-11-26,Accountant I,Jeremy Pope,kaylynn.mcguire@bilearner.com,EW,Active,Full-Time,Zone B,Part-Time,Retirement,Behind bar item management.,Admin Offices,Safety,1949-11-27,MA,Manager,Female,33234,White,Divorced,Fully Meets,3,1349,2023-04-21,1,2,3,2022-11-26,Technical Skills,Internal,Incomplete,Mooreshire,Zoe Smith,3,870.01,False,False,False
923,Timothy,Villarreal,2022-03-04,,Accountant I,Jeffrey Williams,timothy.villarreal@bilearner.com,MSC,Active,Part-Time,Zone B,Temporary,Unk,,Admin Offices,Field Operations,1968-02-11,MA,Laborer,Female,45030,Black,Divorced,Fully Meets,3,1350,2023-03-05,3,4,5,2023-01-29,Leadership Development,Internal,Incomplete,North Miguelport,Jennifer Jimenez,2,610.06,False,False,False
924,Elliott,Petersen,2021-03-28,,Accountant I,Daniel Cooper,elliott.petersen@bilearner.com,TNS,Active,Contract,Zone C,Part-Time,Unk,,Admin Offices,Field Operations,1998-05-03,MA,Tower Hand,Male,38846,White,Divorced,Fully Meets,3,1351,2023-01-18,4,1,5,2022-12-20,Project Management,Internal,Passed,Port Brian,Marcia Johnson,2,278.16,False,False,False
925,Lily,Tyler,2018-08-08,2023-06-01,Sr. Network Engineer,Chase Ho,lily.tyler@bilearner.com,PYZ,Active,Contract,Zone B,Full-Time,Voluntary,Series significant out.,Admin Offices,Field Operations,1974-06-18,MA,Technician,Male,43568,Other,Divorced,Fully Meets,3,1352,2023-06-03,4,2,1,2022-11-01,Communication Skills,External,Completed,Smithchester,Emily Harmon,4,218.93,False,False,False
926,Noe,Mann,2020-09-15,2022-01-06,Sr. Network Engineer,Felicia Bailey,noe.mann@bilearner.com,WBL,Active,Part-Time,Zone A,Temporary,Involuntary,Will message south game.,IT/IS,Field Operations,1946-04-03,MA,Supervisor,Male,48891,White,Single,Fully Meets,3,1353,2022-10-11,5,1,5,2022-12-16,Communication Skills,Internal,Incomplete,Clarkehaven,Mark Zamora,5,179.21,False,False,False
927,Christina,Terry,2020-10-28,2022-02-27,Software Engineering Manager,Christopher Jones,christina.terry@bilearner.com,WBL,Future Start,Full-Time,Zone C,Full-Time,Involuntary,Wear happen goal choice must.,Software Engineering,Field Operations,1959-07-05,MA,Top Hand,Female,79778,Black,Widowed,Fully Meets,3,1354,2023-06-21,4,4,2,2023-08-03,Communication Skills,External,Failed,Aprilville,Amanda Brooks,2,983.37,False,False,False
